timestep,total_throughput,agent_0_path,agent_0_cwnd,agent_1_path,agent_1_cwnd,agent_2_path,agent_2_cwnd,agent_3_path,agent_3_cwnd,agent_4_path,agent_4_cwnd,agent_5_path,agent_5_cwnd,agent_6_path,agent_6_cwnd,agent_7_path,agent_7_cwnd,agent_8_path,agent_8_cwnd,agent_9_path,agent_9_cwnd,agent_10_path,agent_10_cwnd,agent_11_path,agent_11_cwnd,agent_12_path,agent_12_cwnd,agent_13_path,agent_13_cwnd,agent_14_path,agent_14_cwnd,agent_15_path,agent_15_cwnd,agent_16_path,agent_16_cwnd,agent_17_path,agent_17_cwnd,agent_18_path,agent_18_cwnd,agent_19_path,agent_19_cwnd,agent_20_path,agent_20_cwnd,agent_21_path,agent_21_cwnd,agent_22_path,agent_22_cwnd,agent_23_path,agent_23_cwnd,agent_24_path,agent_24_cwnd,path_1_load,path_2_load,path_3_load,path_1_loss,path_2_loss,path_3_loss,total_loss
112,75.00000000014032,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,50.0,0,0,0.0,0.0,0.0,0.0
113,100.00000000014032,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,75.0,0,0,0.0,0.0,0.0,0.0
114,50.00000000007016,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,100.0,0,0,0.0,0.0,0.0,0.0
115,75.00000000007016,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,50.0,0,0,0.0,0.0,0.0,0.0
116,100.00000000007016,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,75.0,0,0,0.0,0.0,0.0,0.0
117,50.00000000003508,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,100.0,0,0,0.0,0.0,0.0,0.0
118,75.00000000003507,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,50.0,0,0,0.0,0.0,0.0,0.0
119,100.00000000003507,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,75.0,0,0,0.0,0.0,0.0,0.0
120,50.000000000017536,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,100.0,0,0,0.0,0.0,0.0,0.0
121,75.00000000001754,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,50.0,0,0,0.0,0.0,0.0,0.0
122,100.00000000001754,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,75.0,0,0,0.0,0.0,0.0,0.0
123,50.00000000000877,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,100.0,0,0,0.0,0.0,0.0,0.0
124,75.00000000000877,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,50.0,0,0,0.0,0.0,0.0,0.0
125,100.00000000000877,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,75.0,0,0,0.0,0.0,0.0,0.0
126,50.000000000004384,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,100.0,0,0,0.0,0.0,0.0,0.0
127,75.00000000000439,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,50.0,0,0,0.0,0.0,0.0,0.0
128,100.00000000000439,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,75.0,0,0,0.0,0.0,0.0,0.0
129,50.000000000002196,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,100.0,0,0,0.0,0.0,0.0,0.0
130,75.00000000000219,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,50.0,0,0,0.0,0.0,0.0,0.0
131,100.00000000000219,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,75.0,0,0,0.0,0.0,0.0,0.0
132,50.000000000001094,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,100.0,0,0,0.0,0.0,0.0,0.0
133,75.0000000000011,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,50.0,0,0,0.0,0.0,0.0,0.0
134,100.0000000000011,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,75.0,0,0,0.0,0.0,0.0,0.0
135,50.00000000000055,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,100.0,0,0,0.0,0.0,0.0,0.0
136,75.00000000000055,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,50.0,0,0,0.0,0.0,0.0,0.0
137,100.00000000000054,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,75.0,0,0,0.0,0.0,0.0,0.0
138,50.00000000000027,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,100.0,0,0,0.0,0.0,0.0,0.0
139,75.00000000000027,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,50.0,0,0,0.0,0.0,0.0,0.0
140,100.00000000000027,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,75.0,0,0,0.0,0.0,0.0,0.0
141,50.000000000000135,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,100.0,0,0,0.0,0.0,0.0,0.0
142,75.00000000000014,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,50.0,0,0,0.0,0.0,0.0,0.0
143,100.00000000000014,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,75.0,0,0,0.0,0.0,0.0,0.0
144,50.00000000000007,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,100.0,0,0,0.0,0.0,0.0,0.0
145,75.00000000000007,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,50.0,0,0,0.0,0.0,0.0,0.0
146,100.00000000000007,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,75.0,0,0,0.0,0.0,0.0,0.0
147,50.000000000000036,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,100.0,0,0,0.0,0.0,0.0,0.0
148,75.00000000000003,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,50.0,0,0,0.0,0.0,0.0,0.0
149,100.00000000000003,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,75.0,0,0,0.0,0.0,0.0,0.0
150,50.000000000000014,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,path_1,2.0,100.0,0,0,0.0,0.0,0.0,0.0
151,75.00000000000001,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,path_1,3.0,50.0,0,0,0.0,0.0,0.0,0.0
152,100.00000000000001,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,path_1,4.0,75.0,0,0,0.0,0.0,0.0,0.0
153,125.00000000000001,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,path_1,5.0,100.0,0,0,0.0,0.0,0.0,0.0
154,62.50000000000001,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,path_1,2.5,125.0,0,0,25.0,0.0,0.0,25.0
155,87.50000000000001,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,path_1,3.5,62.5,0,0,0.0,0.0,0.0,0.0
156,112.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,path_1,4.5,87.5,0,0,0.0,0.0,0.0,0.0
157,56.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,path_1,2.25,112.5,0,0,12.5,0.0,0.0,12.5
158,81.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,path_1,3.25,56.25,0,0,0.0,0.0,0.0,0.0
159,106.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,path_1,4.25,81.25,0,0,0.0,0.0,0.0,0.0
160,53.125,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.13,path_1,2.13,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,path_1,2.12,106.25,0,0,6.25,0.0,0.0,6.25
161,78.125,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.13,path_1,3.13,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,path_1,3.12,53.12,0,0,0.0,0.0,0.0,0.0
162,103.125,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,path_1,4.12,78.12,0,0,0.0,0.0,0.0,0.0
163,51.5625,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,path_1,2.06,103.12,0,0,3.12,0.0,0.0,3.12
164,76.5625,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,path_1,3.06,51.56,0,0,0.0,0.0,0.0,0.0
165,101.5625,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,path_1,4.06,76.56,0,0,0.0,0.0,0.0,0.0
166,50.78125,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,path_1,2.03,101.56,0,0,1.56,0.0,0.0,1.56
167,75.78125,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,path_1,3.03,50.78,0,0,0.0,0.0,0.0,0.0
168,100.78125,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,path_1,4.03,75.78,0,0,0.0,0.0,0.0,0.0
